12 2.8695650156127905e-05
16 2.8695650794315501e-05
20 2.8695650730100086e-05
24 2.8695650594474062e-05
28 2.8695650501882133e-05
32 2.8695650439678537e-05
36 2.869565041016734e-05
40 2.8695650351509742e-05
44 2.8695650346741028e-05
